"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"4482","red light","15","16","13.5","5000","707","598","21662","13955"
"4505","red light","15","16","14.5","5000","722","657","23129","18505"
"4506","red light","15","16","14.5","5000","692","687","19623","20021"
"4495","red light","15","16","14","5000","721","660","20621","17210"
"4493","red light","15","16","14","5000","745","695","23432","21498"
"4487","red light","15","16","13.5","5000","725","607","21624","15764"
"4507","red light","15","16","14.5","5000","733","669","23279","20038"
"4509","red light","15","16","14.5","5000","704","675","22309","17280"
"4491","red light","15","16","14","5000","723","627","23830","16829"
"4499","red light","15","16","14","5000","739","657","23595","18007"
"4514","red light","15","16","15","5000","733","641","23144","16289"
"4515","red light","15","16","15","5000","718","664","23776","17116"
"4504","red light","15","16","14.5","5000","746","675","24999","19000"
"4520","red light","15","16","15","5000","709","666","21346","17926"
"4508","red light","15","16","14.5","5000","746","668","22717","18470"
"4519","red light","15","16","15","5000","707","672","22714","19809"
"4513","red light","15","16","15","5000","743","716","23509","24438"
"4492","red light","15","16","14","5000","731","655","22153","17742"
"4523","red light","15","16","15.5","5000","739","727","25378","24764"
"4518","red light","15","16","15","5000","687","715","17121","18825"
"4521","red light","15","16","15.5","5000","727","709","22525","20262"
"4524","red light","15","16","15.5","5000","713","710","23019","21628"
"4522","red light","15","16","15.5","5000","687","639","23008","16367"
"4511","red light","15","16","15","5000","722","713","24363","20296"
"4510","red light","15","16","14.5","5000","734","702","23769","22096"
"4512","red light","15","16","15","5000","746","661","23360","19783"
"4525","red light","15","16","15.5","5000","735","697","22727","19750"
"4526","red light","15","16","15.5","5000","720","729","20911","21288"
"4527","red light","15","16","15.5","5000","702","711","20627","25077"
"4516","red light","15","16","15","5000","738","693","23367","20610"
"4528","red light","15","16","15.5","5000","725","731","23317","21313"
"4517","red light","15","16","15","5000","754","726","24427","23134"
"4534","red light","15","16","16","5000","729","723","23535","23713"
"4529","red light","15","16","15.5","5000","735","713","24155","21696"
"4531","red light","15","16","16","5000","744","712","26249","23420"
"4533","red light","15","16","16","5000","738","713","26521","22381"
"4532","red light","15","16","16","5000","706","709","21944","19846"
"4535","red light","15","16","16","5000","702","733","19786","21732"
"4540","red light","15","16","16","5000","748","731","23979","25020"
"4539","red light","15","16","16","5000","737","722","25068","24998"
"4541","red light","15","16","16.5","5000","726","700","22437","21098"
"4545","red light","15","16","16.5","5000","751","721","28017","22776"
"4547","red light","15","16","16.5","5000","699","738","21013","26183"
"4543","red light","15","16","16.5","5000","715","772","24411","27763"
"4546","red light","15","16","16.5","5000","749","706","25184","21052"
"4548","red light","15","16","16.5","5000","743","731","26502","23583"
"4551","red light","15","16","17","5000","735","732","22771","24317"
"4550","red light","15","16","16.5","5000","722","731","22110","22759"
"4549","red light","15","16","16.5","5000","737","742","25478","24030"
"4552","red light","15","16","17","5000","729","744","22597","27158"
"4553","red light","15","16","17","5000","732","760","23205","26116"
"4536","red light","15","16","16","5000","739","710","23907","21976"
"4530","red light","15","16","15.5","5000","725","740","24784","23704"
"4537","red light","15","16","16","5000","741","706","24279","22133"
"4554","red light","15","16","17","5000","729","764","24095","24632"
"4555","red light","15","16","17","5000","724","768","20740","27961"
"4538","red light","15","16","16","5000","723","722","21974","23877"
"4557","red light","15","16","17","5000","674","753","19452","29696"
"4542","red light","15","16","16.5","5000","712","755","22176","24678"
"4556","red light","15","16","17","5000","723","694","24125","21430"
"4558","red light","15","16","17","5000","725","746","22797","25848"
"4544","red light","15","16","16.5","5000","716","710","21246","24174"
"4560","red light","15","16","17","5000","729","748","21711","27187"
"4559","red light","15","16","17","5000","722","734","23427","26449"
"4561","red light","15","16","17.5","5000","739","732","25149","23445"
"4563","red light","15","16","17.5","5000","715","746","21822","23754"
"4562","red light","15","16","17.5","5000","723","758","23845","27150"
"4568","red light","15","16","17.5","5000","719","746","23267","25489"
"4567","red light","15","16","17.5","5000","724","762","23781","28175"
"4570","red light","15","16","17.5","5000","713","763","22992","25630"
"4573","red light","15","16","18","5000","741","776","24768","28194"
"4575","red light","15","16","18","5000","732","771","25371","29269"
"4572","red light","15","16","18","5000","681","767","20198","28717"
"4576","red light","15","16","18","5000","732","769","24416","33329"
"4578","red light","15","16","18","5000","732","767","23202","27994"
"4579","red light","15","16","18","5000","727","755","23490","26233"
"4565","red light","15","16","17.5","5000","710","767","22932","27400"
"4577","red light","15","16","18","5000","717","775","22347","34701"
"4580","red light","15","16","18","5000","706","771","22337","30485"
"4581","red light","15","16","18.5","5000","722","763","23823","32635"
"4582","red light","15","16","18.5","5000","704","756","22713","26671"
"4583","red light","15","16","18.5","5000","750","778","23924","31388"
"4564","red light","15","16","17.5","5000","688","741","20190","27469"
"4584","red light","15","16","18.5","5000","719","765","22876","30905"
"4586","red light","15","16","18.5","5000","733","779","23893","31236"
"4569","red light","15","16","17.5","5000","713","762","20871","26996"
"4587","red light","15","16","18.5","5000","711","749","20824","31521"
"4566","red light","15","16","17.5","5000","731","763","22394","25468"
"4588","red light","15","16","18.5","5000","747","768","24152","28822"
"4585","red light","15","16","18.5","5000","741","775","24269","29997"
"4590","red light","15","16","18.5","5000","700","783","18722","32085"
"4571","red light","15","16","18","5000","704","783","21772","29024"
"4592","red light","15","16","19","5000","714","786","21890","32598"
"4591","red light","15","16","19","5000","741","799","23944","32833"
"4574","red light","15","16","18","5000","712","742","23359","29264"
"4593","red light","15","16","19","5000","736","765","23320","31266"
"4594","red light","15","16","19","5000","707","780","22407","27241"
"4596","red light","15","16","19","5000","706","789","22532","28933"
"4599","red light","15","16","19","5000","722","771","22760","30102"
"4597","red light","15","16","19","5000","748","761","25398","29217"
"4589","red light","15","16","18.5","5000","753","774","24220","31707"
"4601","red light","15","16","19.5","5000","756","775","25836","35949"
"4605","red light","15","16","19.5","5000","680","782","17103","32194"
"4603","red light","15","16","19.5","5000","697","792","22756","35513"
"4606","red light","15","16","19.5","5000","714","789","21082","32771"
"4609","red light","15","16","19.5","5000","712","781","22567","29644"
"4608","red light","15","16","19.5","5000","721","788","23350","32387"
"4602","red light","15","16","19.5","5000","726","788","24910","33657"
"4610","red light","15","16","19.5","5000","682","788","20498","31451"
"4612","red light","15","16","20","5000","692","779","19623","32410"
"4611","red light","15","16","20","5000","702","800","19910","33138"
"4615","red light","15","16","20","5000","708","783","21529","34618"
"4617","red light","15","16","20","5000","728","782","21812","29931"
"4595","red light","15","16","19","5000","717","785","22006","30757"
"4614","red light","15","16","20","5000","741","795","24810","37022"
"4598","red light","15","16","19","5000","742","769","22859","30315"
"4622","red light","15","17","10","5000","758","497","27153","10566"
"4618","red light","15","16","20","5000","719","774","25066","33072"
"4620","red light","15","16","20","5000","722","790","23502","32492"
"4616","red light","15","16","20","5000","718","785","21352","33707"
"4619","red light","15","16","20","5000","735","802","23882","34242"
"4621","red light","15","17","10","5000","745","480","27144","9943"
"4600","red light","15","16","19","5000","729","779","22856","30049"
"4624","red light","15","17","10","5000","755","455","22033","8343"
"4604","red light","15","16","19.5","5000","732","775","26156","31523"
"4625","red light","15","17","10","5000","741","465","21624","9404"
"4623","red light","15","17","10","5000","751","472","23980","9961"
"4627","red light","15","17","10","5000","761","452","23932","9100"
"4607","red light","15","16","19.5","5000","727","779","25318","33334"
"4629","red light","15","17","10","5000","765","445","29684","8190"
"4613","red light","15","16","20","5000","725","779","23159","34278"
"4630","red light","15","17","10","5000","757","469","27373","8832"
"4636","red light","15","17","10.5","5000","741","532","25273","11499"
"4632","red light","15","17","10.5","5000","745","466","23318","8899"
"4638","red light","15","17","10.5","5000","773","528","26633","11440"
"4631","red light","15","17","10.5","5000","757","510","25365","10138"
"4634","red light","15","17","10.5","5000","737","505","24540","11531"
"4639","red light","15","17","10.5","5000","734","496","23188","10289"
"4633","red light","15","17","10.5","5000","762","497","29355","10060"
"4642","red light","15","17","11","5000","744","513","22349","11377"
"4626","red light","15","17","10","5000","746","495","26252","10235"
"4640","red light","15","17","10.5","5000","730","487","24600","9299"
"4628","red light","15","17","10","5000","748","490","25090","9767"
"4645","red light","15","17","11","5000","777","539","27321","11426"
"4644","red light","15","17","11","5000","753","508","28693","10328"
"4647","red light","15","17","11","5000","726","563","23692","13428"
"4646","red light","15","17","11","5000","735","526","26257","11567"
"4635","red light","15","17","10.5","5000","744","483","23968","9911"
"4637","red light","15","17","10.5","5000","747","470","26670","9791"
"4650","red light","15","17","11","5000","745","517","27166","10419"
"4651","red light","15","17","11.5","5000","717","510","22469","11304"
"4648","red light","15","17","11","5000","742","557","26672","12673"
"4649","red light","15","17","11","5000","764","495","27717","9808"
"4652","red light","15","17","11.5","5000","733","531","23037","12549"
"4641","red light","15","17","11","5000","762","526","26916","12297"
"4654","red light","15","17","11.5","5000","742","541","24061","11714"
"4656","red light","15","17","11.5","5000","735","520","22058","12426"
"4657","red light","15","17","11.5","5000","753","520","26667","10929"
"4643","red light","15","17","11","5000","763","496","28862","11389"
"4658","red light","15","17","11.5","5000","761","558","24622","13528"
"4659","red light","15","17","11.5","5000","772","571","26723","12725"
"4662","red light","15","17","12","5000","730","555","23787","12178"
"4663","red light","15","17","12","5000","762","550","30228","11728"
"4665","red light","15","17","12","5000","767","598","30108","13484"
"4664","red light","15","17","12","5000","758","570","27121","13728"
"4666","red light","15","17","12","5000","746","589","26903","13627"
"4668","red light","15","17","12","5000","741","578","28904","13382"
"4670","red light","15","17","12","5000","771","571","26415","13094"
"4669","red light","15","17","12","5000","722","578","21704","13302"
"4672","red light","15","17","12.5","5000","724","607","20472","13334"
"4673","red light","15","17","12.5","5000","753","582","24521","13249"
"4653","red light","15","17","11.5","5000","741","570","28313","14383"
"4674","red light","15","17","12.5","5000","730","594","22503","15138"
"4655","red light","15","17","11.5","5000","749","608","27696","14118"
"4660","red light","15","17","11.5","5000","734","551","25992","12061"
"4675","red light","15","17","12.5","5000","740","562","25188","12890"
"4678","red light","15","17","12.5","5000","720","587","21449","13632"
"4676","red light","15","17","12.5","5000","753","600","28011","14414"
"4661","red light","15","17","12","5000","732","589","24446","15015"
"4681","red light","15","17","13","5000","710","596","21545","13801"
"4679","red light","15","17","12.5","5000","755","586","24499","14218"
"4680","red light","15","17","12.5","5000","743","604","26089","14696"
"4671","red light","15","17","12.5","5000","768","567","29118","14184"
"4682","red light","15","17","13","5000","766","632","25797","16585"
"4677","red light","15","17","12.5","5000","752","605","28983","14058"
"4683","red light","15","17","13","5000","743","595","23093","13102"
"4685","red light","15","17","13","5000","749","628","25395","15373"
"4667","red light","15","17","12","5000","782","598","28090","14070"
"4689","red light","15","17","13","5000","754","619","27084","14855"
"4692","red light","15","17","13.5","5000","715","632","26664","16308"
"4696","red light","15","17","13.5","5000","756","615","23733","16206"
"4688","red light","15","17","13","5000","726","625","21983","15637"
"4690","red light","15","17","13","5000","731","629","23682","16009"
"4693","red light","15","17","13.5","5000","732","624","24378","16645"
"4694","red light","15","17","13.5","5000","737","633","27295","16452"
"4701","red light","15","17","14","5000","741","657","26305","17790"
"4698","red light","15","17","13.5","5000","760","639","23650","16199"
"4702","red light","15","17","14","5000","739","648","26061","17292"
"4699","red light","15","17","13.5","5000","744","618","26285","14626"
"4697","red light","15","17","13.5","5000","742","650","26591","17170"
"4703","red light","15","17","14","5000","754","627","25825","16787"
"4704","red light","15","17","14","5000","743","670","21157","19829"
"4684","red light","15","17","13","5000","747","625","25146","16392"
"4705","red light","15","17","14","5000","723","666","23322","18962"
"4695","red light","15","17","13.5","5000","769","611","26748","15327"
"4686","red light","15","17","13","5000","749","642","27309","16422"
"4706","red light","15","17","14","5000","771","654","27881","19607"
"4707","red light","15","17","14","5000","740","653","23331","18026"
"4708","red light","15","17","14","5000","750","656","25495","17607"
"4687","red light","15","17","13","5000","771","614","26006","17218"
"4710","red light","15","17","14","5000","766","678","29124","17990"
"4691","red light","15","17","13.5","5000","757","605","28860","14139"
"4709","red light","15","17","14","5000","759","656","25599","16334"
"4713","red light","15","17","14.5","5000","754","648","24604","18387"
"4711","red light","15","17","14.5","5000","744","693","25140","21615"
"4712","red light","15","17","14.5","5000","750","702","26390","19875"
"4714","red light","15","17","14.5","5000","737","700","23784","20164"
"4716","red light","15","17","14.5","5000","744","669","25896","19979"
"4720","red light","15","17","14.5","5000","746","669","26462","17241"
"4719","red light","15","17","14.5","5000","746","658","28103","19008"
"4700","red light","15","17","13.5","5000","768","632","28093","17051"
"4721","red light","15","17","15","5000","749","672","28890","18222"
"4723","red light","15","17","15","5000","757","700","27207","21767"
"4725","red light","15","17","15","5000","760","712","25895","21722"
"4726","red light","15","17","15","5000","761","695","27143","18889"
"4727","red light","15","17","15","5000","731","664","23214","17943"
"4729","red light","15","17","15","5000","742","692","26162","20394"
"4717","red light","15","17","14.5","5000","757","638","24912","17367"
"4730","red light","15","17","15","5000","764","704","26361","20583"
"4728","red light","15","17","15","5000","726","669","25960","18260"
"4731","red light","15","17","15.5","5000","743","681","28473","21131"
"4732","red light","15","17","15.5","5000","766","716","27146","24849"
"4734","red light","15","17","15.5","5000","760","702","28835","20103"
"4735","red light","15","17","15.5","5000","727","692","26181","19681"
"4736","red light","15","17","15.5","5000","742","707","23011","22470"
"4738","red light","15","17","15.5","5000","750","706","23529","22591"
"4737","red light","15","17","15.5","5000","779","713","29104","24861"
"4715","red light","15","17","14.5","5000","745","630","25742","16421"
"4718","red light","15","17","14.5","5000","753","686","25453","19925"
"4739","red light","15","17","15.5","5000","762","722","26672","20688"
"4741","red light","15","17","16","5000","752","741","24562","25128"
"4724","red light","15","17","15","5000","753","706","24522","21873"
"4743","red light","15","17","16","5000","759","730","29707","25729"
"4722","red light","15","17","15","5000","756","696","24796","23212"
"4744","red light","15","17","16","5000","762","723","25698","22872"
"4746","red light","15","17","16","5000","748","703","27039","20662"
"4742","red light","15","17","16","5000","726","740","22601","25243"
"4745","red light","15","17","16","5000","755","746","27204","26156"
"4748","red light","15","17","16","5000","757","713","27108","22299"
"4747","red light","15","17","16","5000","761","728","27228","23229"
"4749","red light","15","17","16","5000","733","747","22101","24137"
"4733","red light","15","17","15.5","5000","746","716","26430","21121"
"4740","red light","15","17","15.5","5000","771","731","26995","22832"
"4752","red light","15","17","16.5","5000","726","735","24363","26752"
"4753","red light","15","17","16.5","5000","760","701","28520","21155"
"4755","red light","15","17","16.5","5000","747","739","23992","23812"
"4757","red light","15","17","16.5","5000","781","703","26037","20977"
"4758","red light","15","17","16.5","5000","744","750","24685","23509"
"4760","red light","15","17","16.5","5000","742","721","24835","26095"
"4761","red light","15","17","17","5000","747","741","24726","24455"
"4762","red light","15","17","17","5000","740","738","25710","27148"
"4763","red light","15","17","17","5000","758","751","26859","28247"
"4759","red light","15","17","16.5","5000","786","730","28622","24502"
"4750","red light","15","17","16","5000","744","705","27119","21123"
"4768","red light","15","17","17","5000","716","752","22543","24401"
"4766","red light","15","17","17","5000","737","753","26803","25571"
"4767","red light","15","17","17","5000","727","766","23435","26596"
"4751","red light","15","17","16.5","5000","753","711","25974","21612"
"4770","red light","15","17","17","5000","766","723","27804","24404"
"4769","red light","15","17","17","5000","755","738","23984","23705"
"4771","red light","15","17","17.5","5000","741","752","23960","24786"
"4754","red light","15","17","16.5","5000","740","736","24191","20554"
"4772","red light","15","17","17.5","5000","742","736","24745","27075"
"4756","red light","15","17","16.5","5000","759","738","27237","25280"
"4774","red light","15","17","17.5","5000","755","747","27535","25255"
"4765","red light","15","17","17","5000","760","719","23841","23130"
"4773","red light","15","17","17.5","5000","759","739","26843","25124"
"4777","red light","15","17","17.5","5000","748","714","25561","26517"
"4775","red light","15","17","17.5","5000","738","762","26175","24802"
"4778","red light","15","17","17.5","5000","754","752","25178","26037"
"4779","red light","15","17","17.5","5000","762","766","28102","28685"
"4782","red light","15","17","18","5000","721","749","22703","25423"
"4781","red light","15","17","18","5000","743","785","26795","29627"
"4764","red light","15","17","17","5000","767","763","29665","26588"
"4783","red light","15","17","18","5000","756","759","27155","29792"
"4785","red light","15","17","18","5000","761","769","26094","27541"
"4787","red light","15","17","18","5000","770","795","27075","29060"
"4789","red light","15","17","18","5000","739","776","27757","30434"
"4790","red light","15","17","18","5000","768","771","26726","29101"
"4792","red light","15","17","18.5","5000","749","774","24186","29632"
"4793","red light","15","17","18.5","5000","749","796","22816","30643"
"4795","red light","15","17","18.5","5000","752","781","25621","29167"
"4791","red light","15","17","18.5","5000","751","774","26931","28038"
"4797","red light","15","17","18.5","5000","748","787","23034","31643"
"4794","red light","15","17","18.5","5000","754","781","25457","33157"
"4776","red light","15","17","17.5","5000","754","753","24114","25827"
"4798","red light","15","17","18.5","5000","735","773","25351","28418"
"4788","red light","15","17","18","5000","744","780","25626","29997"
"4780","red light","15","17","17.5","5000","747","763","25840","26401"
"4799","red light","15","17","18.5","5000","730","770","23897","26971"
"4784","red light","15","17","18","5000","733","784","25201","29766"
"4801","red light","15","17","19","5000","752","787","24410","27975"
"4786","red light","15","17","18","5000","778","757","29547","27646"
"4800","red light","15","17","18.5","5000","761","778","25747","31740"
"4804","red light","15","17","19","5000","780","788","25578","32395"
"4806","red light","15","17","19","5000","764","776","28207","31638"
"4802","red light","15","17","19","5000","768","789","27931","27942"
"4803","red light","15","17","19","5000","741","785","23331","33006"
"4805","red light","15","17","19","5000","762","774","27398","32857"
"4807","red light","15","17","19","5000","733","771","23041","30899"
"4812","red light","15","17","19.5","5000","744","774","25057","32285"
"4809","red light","15","17","19","5000","752","793","27521","30899"
"4796","red light","15","17","18.5","5000","729","754","20569","29802"
"4817","red light","15","17","19.5","5000","729","777","23590","34609"
"4818","red light","15","17","19.5","5000","772","792","29834","33237"
"4814","red light","15","17","19.5","5000","740","779","27219","31070"
"4821","red light","15","17","20","5000","740","800","27503","34844"
"4816","red light","15","17","19.5","5000","755","785","26249","31110"
"4823","red light","15","17","20","5000","760","807","29422","32544"
"4819","red light","15","17","19.5","5000","727","785","22016","33659"
"4820","red light","15","17","19.5","5000","761","795","27555","34535"
"4811","red light","15","17","19.5","5000","715","773","22317","27388"
"4808","red light","15","17","19","5000","740","785","25204","29874"
"4822","red light","15","17","20","5000","748","761","25463","31465"
"4826","red light","15","17","20","5000","728","792","22454","32351"
"4813","red light","15","17","19.5","5000","745","772","25905","29188"
"4824","red light","15","17","20","5000","757","784","26908","33507"
"4827","red light","15","17","20","5000","759","786","25274","32398"
"4810","red light","15","17","19","5000","759","786","25862","30386"
"4831","red light","15","18","10","5000","762","502","29450","10469"
"4828","red light","15","17","20","5000","741","787","24834","33359"
"4815","red light","15","17","19.5","5000","756","793","27626","31466"
"4832","red light","15","18","10","5000","785","479","27263","10912"
"4829","red light","15","17","20","5000","769","808","27150","32324"
"4833","red light","15","18","10","5000","753","478","27497","10068"
"4837","red light","15","18","10","5000","762","468","28418","10465"
"4836","red light","15","18","10","5000","750","491","27753","9380"
"4840","red light","15","18","10","5000","769","486","31213","10051"
"4839","red light","15","18","10","5000","768","457","30162","9330"
"4830","red light","15","17","20","5000","743","804","24238","33253"
"4842","red light","15","18","10.5","5000","769","477","28743","10600"
"4825","red light","15","17","20","5000","743","800","27024","35035"
"4846","red light","15","18","10.5","5000","775","501","27110","9493"
"4843","red light","15","18","10.5","5000","760","514","29657","11970"
"4845","red light","15","18","10.5","5000","762","498","26378","10973"
"4848","red light","15","18","10.5","5000","768","486","27333","9970"
"4834","red light","15","18","10","5000","759","473","26734","10360"
"4850","red light","15","18","10.5","5000","748","523","28395","11168"
"4835","red light","15","18","10","5000","766","469","27987","9420"
"4849","red light","15","18","10.5","5000","749","492","29052","9971"
"4847","red light","15","18","10.5","5000","774","506","29655","11131"
"4841","red light","15","18","10.5","5000","730","522","25491","10545"
"4852","red light","15","18","11","5000","759","457","29291","9212"
"4851","red light","15","18","11","5000","766","519","27496","9865"
"4838","red light","15","18","10","5000","749","475","29412","10442"
"4853","red light","15","18","11","5000","773","518","26087","10815"
"4856","red light","15","18","11","5000","767","551","29438","11725"
"4855","red light","15","18","11","5000","763","501","23121","10895"
"4858","red light","15","18","11","5000","762","471","27857","10052"
"4857","red light","15","18","11","5000","769","543","27040","12177"
"4844","red light","15","18","10.5","5000","767","529","29802","11245"
"4860","red light","15","18","11","5000","741","577","25868","13559"
"4862","red light","15","18","11.5","5000","765","564","26787","11649"
"4863","red light","15","18","11.5","5000","777","574","30125","14996"
"4865","red light","15","18","11.5","5000","786","563","27528","11476"
"4866","red light","15","18","11.5","5000","766","557","27109","12318"
"4868","red light","15","18","11.5","5000","749","540","23888","12502"
"4854","red light","15","18","11","5000","774","492","27763","10314"
"4871","red light","15","18","12","5000","751","597","28716","14870"
"4869","red light","15","18","11.5","5000","792","542","31207","12267"
"4874","red light","15","18","12","5000","773","561","27968","13054"
"4870","red light","15","18","11.5","5000","759","559","25446","13302"
"4872","red light","15","18","12","5000","779","570","27797","13333"
"4861","red light","15","18","11.5","5000","753","531","22980","12274"
"4879","red light","15","18","12","5000","765","570","27747","13254"
"4875","red light","15","18","12","5000","767","572","30593","14263"
"4876","red light","15","18","12","5000","755","562","27036","12818"
"4864","red light","15","18","11.5","5000","745","550","28090","12617"
"4878","red light","15","18","12","5000","793","588","30816","14174"
"4859","red light","15","18","11","5000","783","541","32139","11990"
"4867","red light","15","18","11.5","5000","772","555","27544","12275"
"4877","red light","15","18","12","5000","760","553","29491","13714"
"4881","red light","15","18","12.5","5000","766","592","26014","13952"
"4883","red light","15","18","12.5","5000","746","618","25039","14975"
"4884","red light","15","18","12.5","5000","759","593","28258","15099"
"4873","red light","15","18","12","5000","782","588","27624","15449"
"4882","red light","15","18","12.5","5000","790","560","32354","12929"
"4887","red light","15","18","12.5","5000","766","548","27286","11430"
"4885","red light","15","18","12.5","5000","766","599","28620","15147"
"4889","red light","15","18","12.5","5000","773","571","28953","13162"
"4888","red light","15","18","12.5","5000","769","550","27362","12582"
"4895","red light","15","18","13","5000","781","612","29965","14844"
"4896","red light","15","18","13","5000","755","663","29551","17395"
"4891","red light","15","18","13","5000","765","635","26255","15811"
"4880","red light","15","18","12","5000","762","580","25829","13588"
"4900","red light","15","18","13","5000","792","605","27957","14481"
"4894","red light","15","18","13","5000","793","613","30782","15727"
"4899","red light","15","18","13","5000","762","607","28984","15522"
"4897","red light","15","18","13","5000","765","616","25993","15164"
"4886","red light","15","18","12.5","5000","776","598","28469","14173"
"4904","red light","15","18","13.5","5000","755","669","27964","16963"
"4905","red light","15","18","13.5","5000","789","653","28962","17273"
"4893","red light","15","18","13","5000","782","620","27815","15692"
"4892","red light","15","18","13","5000","777","615","26907","14906"
"4901","red light","15","18","13.5","5000","767","661","30731","20977"
"4902","red light","15","18","13.5","5000","756","637","26933","17255"
"4903","red light","15","18","13.5","5000","759","632","27722","14290"
"4906","red light","15","18","13.5","5000","772","609","28787","14020"
"4908","red light","15","18","13.5","5000","783","690","28114","21996"
"4890","red light","15","18","12.5","5000","748","581","24774","12627"
"4911","red light","15","18","14","5000","773","666","31597","17216"
"4910","red light","15","18","13.5","5000","787","640","33425","16780"
"4913","red light","15","18","14","5000","766","650","30810","16334"
"4898","red light","15","18","13","5000","758","618","29129","14618"
"4909","red light","15","18","13.5","5000","787","647","28849","16937"
"4914","red light","15","18","14","5000","762","640","29067","17300"
"4921","red light","15","18","14.5","5000","784","663","28489","19370"
"4918","red light","15","18","14","5000","772","628","26941","15498"
"4919","red light","15","18","14","5000","777","644","29122","17278"
"4917","red light","15","18","14","5000","766","685","27875","18924"
"4920","red light","15","18","14","5000","764","670","28476","17373"
"4907","red light","15","18","13.5","5000","765","622","29076","16518"
"4923","red light","15","18","14.5","5000","761","664","26848","18179"
"4925","red light","15","18","14.5","5000","779","710","29951","19870"
"4928","red light","15","18","14.5","5000","793","629","28306","15641"
"4912","red light","15","18","14","5000","745","612","24667","14905"
"4929","red light","15","18","14.5","5000","775","661","28379","18380"
"4916","red light","15","18","14","5000","769","633","30459","16235"
"4915","red light","15","18","14","5000","768","666","27480","16782"
"4936","red light","15","18","15","5000","747","652","29678","16844"
"4935","red light","15","18","15","5000","787","650","30522","17810"
"4927","red light","15","18","14.5","5000","754","643","24896","15464"
"4937","red light","15","18","15","5000","777","677","28368","19565"
"4924","red light","15","18","14.5","5000","751","679","28884","18580"
"4931","red light","15","18","15","5000","742","677","27990","17041"
"4932","red light","15","18","15","5000","757","670","28292","18493"
"4930","red light","15","18","14.5","5000","777","688","28454","18322"
"4933","red light","15","18","15","5000","766","691","30737","20046"
"4939","red light","15","18","15","5000","765","715","28568","21989"
"4926","red light","15","18","14.5","5000","764","683","30294","17330"
"4942","red light","15","18","15.5","5000","756","714","27965","24344"
"4945","red light","15","18","15.5","5000","783","707","27092","23147"
"4946","red light","15","18","15.5","5000","780","688","29714","21074"
"4944","red light","15","18","15.5","5000","771","702","25728","20221"
"4922","red light","15","18","14.5","5000","779","681","32891","21064"
"4943","red light","15","18","15.5","5000","763","683","32260","17429"
"4947","red light","15","18","15.5","5000","751","713","26826","22341"
"4948","red light","15","18","15.5","5000","768","702","28695","18490"
"4950","red light","15","18","15.5","5000","764","692","27831","21361"
"4951","red light","15","18","16","5000","762","703","32121","20530"
"4934","red light","15","18","15","5000","767","730","31352","20775"
"4949","red light","15","18","15.5","5000","775","715","28635","21854"
"4938","red light","15","18","15","5000","763","731","28409","25714"
"4953","red light","15","18","16","5000","757","708","30867","24503"
"4940","red light","15","18","15","5000","767","692","32842","20683"
"4954","red light","15","18","16","5000","773","720","29977","22602"
"4955","red light","15","18","16","5000","756","735","28464","24692"
"4941","red light","15","18","15.5","5000","772","747","27493","23511"
"4956","red light","15","18","16","5000","752","707","27099","21731"
"4961","red light","15","18","16.5","5000","752","734","29573","24288"
"4962","red light","15","18","16.5","5000","755","717","29632","21922"
"4960","red light","15","18","16","5000","756","728","26769","23162"
"4959","red light","15","18","16","5000","768","711","25475","22188"
"4958","red light","15","18","16","5000","763","721","29550","22994"
"4964","red light","15","18","16.5","5000","775","720","28981","24155"
"4952","red light","15","18","16","5000","771","710","26789","22355"
"4966","red light","15","18","16.5","5000","750","740","26166","22860"
"4968","red light","15","18","16.5","5000","775","739","27855","25014"
"4969","red light","15","18","16.5","5000","796","739","29738","23920"
"4957","red light","15","18","16","5000","739","710","28650","25967"
"4971","red light","15","18","17","5000","766","743","24869","28714"
"4972","red light","15","18","17","5000","769","770","28462","29058"
"4974","red light","15","18","17","5000","768","745","29615","26099"
"4975","red light","15","18","17","5000","770","742","29798","26479"
"4977","red light","15","18","17","5000","775","759","26018","28695"
"4973","red light","15","18","17","5000","785","753","30344","25818"
"4976","red light","15","18","17","5000","767","753","28151","26048"
"4979","red light","15","18","17","5000","782","745","26776","24607"
"4980","red light","15","18","17","5000","744","766","26837","25111"
"4981","red light","15","18","17.5","5000","790","745","30664","25361"
"4963","red light","15","18","16.5","5000","767","746","29449","24813"
"4988","red light","15","18","17.5","5000","778","745","31772","26021"
"4983","red light","15","18","17.5","5000","788","730","30950","22372"
"4985","red light","15","18","17.5","5000","747","746","24783","24185"
"4984","red light","15","18","17.5","5000","754","747","27093","26636"
"4986","red light","15","18","17.5","5000","753","758","28564","25328"
"4987","red light","15","18","17.5","5000","763","738","26568","23549"
"4965","red light","15","18","16.5","5000","749","731","29145","21695"
"4967","red light","15","18","16.5","5000","749","714","23455","21003"
"4990","red light","15","18","17.5","5000","769","756","29988","23936"
"4970","red light","15","18","16.5","5000","781","721","26657","23346"
"4989","red light","15","18","17.5","5000","758","761","32502","26290"
"4991","red light","15","18","18","5000","771","773","31996","27809"
